previous_crop,temperature,humidity,moisture,soil_type,soil_ph,rainfall,recommended_crop,
Ground Nuts,30.93,67.78,70,Black,6.4,2419,Oilseeds,
Soybeans,28.52,52.04,64.54,Black,0.3,207,Cotton,
Cotton,26.18,60.1,34.98,Loamy,6.3,2157,Ground Nuts,
Cotton,30.19,67,24.65,Sandy,13.8,1079,Ground Nuts,
Cotton,26.15,56.28,48.04,Black,6.9,2210,Ground Nuts,
Maize,26.51,50.62,55.85,Sandy,2.5,1953,Pulses,
Millet,32.89,53.28,63.35,Black,9.3,558,Tobacco,
Ground Nuts,31.36,66.66,46.26,Clay,8.4,577,Oilseeds,
Ground Nuts,25.37,51.4,67.69,Red,2.1,1299,Oilseeds,
Soybeans,29.14,67.8,49.49,Red,8.5,1254,Cotton,
Soybeans,29.89,71.8,41.42,Loamy,3.3,2759,Cotton,
Cotton,30.69,55.65,63.02,Clay,10.5,2142,Ground Nuts,
Ground Nuts,31.52,67.58,32.04,Sandy,0.8,395,Oilseeds,
Ground Nuts,26.01,41.55,61.19,Black,2.4,1259,Oilseeds,
Soybeans,30.43,55.84,34.76,Sandy,0.8,2021,Cotton,
Sugarcane,32.51,62.88,48.48,Loamy,8.1,1882,Wheat,
Cotton,36.5,68.47,38.52,Red,5.6,656,Ground Nuts,
Barley,21.59,54.14,68.42,Loamy,5,1272,Sugarcane,
Sugarcane,27.98,51.57,32.44,Sandy,9.9,1236,Wheat,
Wheat,33.96,52.94,35.23,Sandy,9.2,1544,Soybeans,
Wheat,27.85,52.65,33.33,Clay,1.1,2344,Soybeans,
Wheat,26.51,63.74,20,Clay,11.7,2590,Soybeans,
Barley,29.01,58.45,25.72,Red,7.8,2736,Sugarcane,
Wheat,31.19,57.06,56.73,Red,2.6,1097,Soybeans,
Ground Nuts,24.32,46.37,64.36,Sandy,9.2,446,Oilseeds,
Ground Nuts,27.82,58.73,41.49,Loamy,3.5,753,Oilseeds,
Tobacco,29.29,73.05,60.5,Sandy,2.3,2471,Maize,
Wheat,33.05,59.1,34.65,Loamy,4.5,1679,Soybeans,
Ground Nuts,30.4,60.08,37.04,Loamy,11,2352,Oilseeds,
Tobacco,26.8,53.34,39.36,Red,0.7,908,Maize,
Maize,33.99,56.59,20.08,Sandy,9.9,2543,Pulses,
Millet,31.57,49.29,48.02,Sandy,9.6,2566,Tobacco,
Soybeans,37.51,57.76,60.62,Black,12.9,1184,Cotton,
Wheat,30.49,61.62,43.88,Clay,10.4,873,Soybeans,
Tobacco,33.16,70.77,55.48,Sandy,7.5,2769,Maize,
Ground Nuts,25.11,67.21,30.73,Clay,3.7,1301,Oilseeds,
Wheat,32.74,60.15,33.03,Black,10,2543,Soybeans,
Ground Nuts,27.57,60.24,46.64,Black,4.9,2119,Oilseeds,
Pulses,22.71,50.4,40.46,Black,7.1,1479,Barley,
Pulses,28.32,57.04,36.82,Black,6.1,2535,Barley,
Cotton,38.64,60.03,32.44,Sandy,5.3,2765,Ground Nuts,
Pulses,30.56,52.13,44.67,Clay,0.6,1470,Barley,
Cotton,27.2,46.67,31.41,Clay,1.7,1613,Ground Nuts,
Millet,29.09,44.8,44.98,Black,1.5,446,Tobacco,
Maize,27.56,50.27,33.38,Black,10.9,1165,Pulses,
Millet,29.91,71.44,52.85,Loamy,12.4,2585,Tobacco,
Wheat,30.04,59.31,23.46,Black,3.4,846,Soybeans,
Cotton,40,70.46,49.59,Black,10.8,2657,Ground Nuts,
Tobacco,31.02,63.58,48.47,Loamy,10.8,2835,Maize,
Maize,38.72,62.6,32.93,Clay,10.5,2499,Pulses,
Cotton,30.61,64.43,45.47,Red,2.5,2778,Ground Nuts,
Millet,30.45,47.88,24.31,Red,9.2,1245,Tobacco,
Soybeans,28.37,51.61,45.94,Red,0.6,1587,Cotton,
Sugarcane,25.09,43.46,52.01,Black,12.6,2448,Wheat,
Pulses,26.06,45.12,29.83,Clay,8.8,884,Barley,
Wheat,33.17,57.64,31.57,Red,0.1,2730,Soybeans,
Soybeans,26.6,55.39,57.23,Red,12.1,1800,Cotton,
Sugarcane,24.5,53.2,40.47,Sandy,5.1,1418,Wheat,
Wheat,29.08,60.86,42.96,Loamy,4.7,2365,Soybeans,
Pulses,34.13,51.37,63.68,Clay,1.4,2761,Barley,
Barley,25.24,50.51,43.13,Clay,2.4,2211,Sugarcane,
Sugarcane,23.91,49.16,24.07,Black,9.4,2214,Wheat,
Maize,34.59,63.22,42.17,Clay,9.3,1771,Pulses,
Pulses,25.82,49.88,37.06,Black,7.6,584,Barley,
Ground Nuts,32.62,66.69,34.48,Loamy,10.9,1556,Oilseeds,
Millet,36.46,69.63,49.78,Sandy,6,1961,Tobacco,
Sugarcane,28.63,48.69,39.09,Red,6.8,2659,Wheat,
Pulses,31.48,74.48,40.94,Red,12.7,2640,Barley,
Cotton,30.1,61.63,36.49,Black,3.3,560,Ground Nuts,
Ground Nuts,28.57,50.92,24.51,Clay,3.3,1213,Oilseeds,
Tobacco,24.06,52.41,28.87,Black,10.7,2487,Maize,
Tobacco,32.76,50.53,26.65,Sandy,14,1610,Maize,
Maize,32.02,56.24,36.81,Red,7.2,2756,Pulses,
Cotton,27.39,68.54,31.22,Sandy,10,1865,Ground Nuts,
Cotton,28.17,44.52,37.4,Sandy,11.2,1025,Ground Nuts,
Soybeans,39.6,57.34,40.13,Sandy,0.3,2006,Cotton,
Barley,27.83,67.66,56.62,Sandy,5.5,1356,Sugarcane,
Cotton,26,54.8,54.3,Red,2.2,869,Ground Nuts,
Tobacco,27.72,53.82,38.47,Clay,4.7,2350,Maize,
Millet,26.97,44.41,51.42,Loamy,12.8,2718,Tobacco,
Sugarcane,34.47,63.73,36.79,Red,2.8,1547,Wheat,
Millet,39.41,72.15,42.56,Black,4.6,1473,Tobacco,
Pulses,35,63.21,33.69,Red,9.6,2275,Barley,
Sugarcane,33.33,65.37,31.42,Black,10.7,1944,Wheat,
Millet,37.4,66.12,61.2,Loamy,2.2,2469,Tobacco,
Pulses,21.33,59.53,34.34,Red,0.1,2866,Barley,
Barley,31.46,62,46.01,Black,11.1,414,Sugarcane,
Sugarcane,33.94,65,36.07,Red,11.8,2949,Wheat,
Maize,31.36,59.58,69.23,Sandy,8.1,2760,Pulses,
Sugarcane,26.24,43.51,41,Red,2.8,1725,Wheat,
Soybeans,37.57,60.17,47.52,Clay,7.2,1315,Cotton,
Cotton,31.62,67.35,40.08,Loamy,1,2686,Ground Nuts,
Tobacco,32.76,52.66,70,Clay,10.6,2400,Maize,
Wheat,33.93,52.27,42,Clay,3.8,671,Soybeans,
Sugarcane,40,71.21,45.73,Clay,3.4,2824,Wheat,
Maize,33.55,59.39,30.38,Clay,4.9,1286,Pulses,
Barley,31.97,58.12,24.71,Sandy,8.3,2970,Sugarcane,
Tobacco,37,55.83,42.57,Black,12.6,2606,Maize,
Ground Nuts,22.38,50.14,29.26,Red,1.3,1113,Oilseeds,
Wheat,29.83,52.91,34.01,Sandy,7,374,Soybeans,
Wheat,34.6,57.76,33.56,Sandy,1.3,2510,Soybeans,
Sugarcane,24.63,50.31,63.27,Sandy,2.9,1852,Wheat,
Cotton,28.46,54.38,40.69,Loamy,4.3,946,Ground Nuts,
Sugarcane,34.16,69.55,53.12,Clay,10.8,2934,Wheat,
Sugarcane,28.72,55.54,27.69,Sandy,9.3,1309,Wheat,
Cotton,34.75,56.36,27.64,Black,12.6,309,Ground Nuts,
Cotton,27.34,54.86,36.42,Clay,0.9,1246,Ground Nuts,
Wheat,31.48,49.9,41.72,Sandy,8.8,2302,Soybeans,
Maize,32.2,53.44,28.81,Sandy,0.1,2803,Pulses,
Ground Nuts,32.88,64.12,33.49,Red,1.6,1846,Oilseeds,
Cotton,27.04,49.54,35.64,Loamy,7.9,2667,Ground Nuts,
Millet,34.58,65.76,56.38,Sandy,1.8,1098,Tobacco,
Cotton,32.86,71.74,67.98,Clay,5.3,1567,Ground Nuts,
Barley,29.02,43.2,31.33,Sandy,13.8,1387,Sugarcane,
Tobacco,35.62,63.55,49.96,Clay,4.2,2986,Maize,
Millet,26.47,64.77,23.03,Red,11.1,2391,Tobacco,
Sugarcane,30.32,69.9,51.72,Black,12.9,2148,Wheat,
Tobacco,37.98,63.73,31.31,Loamy,0.4,2948,Maize,
Maize,27.03,63.04,37.86,Sandy,6.3,1040,Pulses,
Wheat,27,44.44,50.65,Sandy,8.4,2952,Soybeans,
Cotton,22.74,59.33,60.29,Sandy,4.8,2659,Ground Nuts,
Soybeans,33.12,67.93,44.16,Sandy,4.7,1806,Cotton,
Soybeans,28.82,49.32,54.64,Black,3.1,2745,Cotton,
Wheat,26.84,60.73,44.94,Clay,2.2,237,Soybeans,
Tobacco,33.36,58.08,48.3,Black,13,317,Maize,
Tobacco,26.54,64.11,37.2,Sandy,9.1,1962,Maize,
Pulses,24.72,63.9,39.65,Sandy,6.2,1043,Barley,
Millet,23.56,60.5,36.73,Loamy,7.1,2325,Tobacco,
Sugarcane,30.38,63.85,24.8,Red,6.3,1198,Wheat,
Sugarcane,28.1,59.34,39.97,Loamy,10.3,1675,Wheat,
Ground Nuts,27.21,55.78,28.17,Red,0.4,2365,Oilseeds,
Pulses,34.83,66.32,48.03,Black,8.8,2858,Barley,
Millet,27.7,55.91,25.34,Loamy,9.6,2943,Tobacco,
Cotton,24.39,46.09,36.57,Black,11.9,2046,Ground Nuts,
Wheat,36.99,77.28,25.49,Black,12.7,2818,Soybeans,
Sugarcane,32.44,66.7,44.68,Black,4.4,2459,Wheat,
Pulses,34.35,65.77,49.74,Clay,6,2502,Barley,
Soybeans,31.54,64.72,32.88,Loamy,9,2002,Cotton,
Wheat,31.63,63.91,42.19,Red,6.3,1320,Soybeans,
Wheat,32.04,75.94,20.1,Black,4.6,1808,Soybeans,
Ground Nuts,28.35,58.1,36.8,Loamy,2.8,1532,Oilseeds,
Wheat,30.62,58.67,46.57,Sandy,5.5,969,Soybeans,
Ground Nuts,29.92,50.28,36.3,Clay,3.6,994,Oilseeds,
Sugarcane,26.25,53.05,28.22,Sandy,0.1,2769,Wheat,
Soybeans,27.4,59.79,36.45,Loamy,10.4,2379,Cotton,
Millet,39.29,62.84,52.03,Red,9.8,2282,Tobacco,
Pulses,27.21,58.5,64.74,Black,9.2,1048,Barley,
Wheat,28.88,60.38,31.01,Red,0.8,1186,Soybeans,
Tobacco,30.38,63.18,56.23,Loamy,7.3,1417,Maize,
Tobacco,36.01,67.22,35.57,Red,5,2438,Maize,
Sugarcane,37.68,54.79,33.81,Sandy,6.8,1946,Wheat,
Tobacco,22.12,45.25,38.99,Red,11.9,1072,Maize,
Wheat,32.18,53.93,42.41,Clay,12.9,2167,Soybeans,
Soybeans,29.63,72.87,59.15,Clay,7.9,2852,Cotton,
Soybeans,24.32,45.16,50.1,Sandy,7.7,2913,Cotton,
Soybeans,27.86,59.09,26.75,Black,9.5,2216,Cotton,
Cotton,25.48,58.52,38.7,Clay,13.9,1475,Ground Nuts,
Soybeans,37.88,62.19,32.88,Loamy,1,1861,Cotton,
Pulses,32.84,55.64,38.3,Black,6.3,462,Barley,
Pulses,29.85,63.07,35.41,Sandy,10.9,1324,Barley,
Pulses,24.47,48.15,50.29,Clay,13.9,329,Barley,
Wheat,25.43,56.68,51.55,Red,0.4,1260,Soybeans,
Tobacco,32.52,76.7,58.47,Sandy,10.9,497,Maize,
Wheat,22.93,53.13,31.62,Red,8.6,456,Soybeans,
Soybeans,27.23,57.59,62.86,Loamy,3.3,2437,Cotton,
Soybeans,34.29,77.99,23.79,Loamy,3.8,1286,Cotton,
Ground Nuts,28.79,50.73,37.84,Black,0.9,2972,Oilseeds,
Ground Nuts,25.3,56.4,43.77,Black,4.6,434,Oilseeds,
Maize,29.81,61.85,63.84,Clay,10.2,1923,Pulses,
Cotton,35.87,58.52,45.11,Loamy,4.4,1896,Ground Nuts,
Soybeans,21.58,47.1,30.17,Sandy,10.4,2891,Cotton,
Pulses,34.09,58.05,39.69,Clay,12.2,1238,Barley,
Soybeans,26.72,58.52,62.69,Clay,1.9,949,Cotton,
Ground Nuts,22.04,58.49,29.03,Loamy,6.2,216,Oilseeds,
Millet,22.5,51.88,36.58,Loamy,4.9,1214,Tobacco,
Ground Nuts,38.05,71.56,50.94,Clay,13.2,585,Oilseeds,
Tobacco,28.21,59.97,54.67,Red,9,207,Maize,
Millet,33.34,55.54,24.95,Loamy,4.8,535,Tobacco,
Barley,28.36,53.52,39.93,Sandy,3.2,1634,Sugarcane,
Sugarcane,30.1,74.95,61.83,Sandy,12.7,1467,Wheat,
Wheat,28.07,60.67,37.38,Clay,1.7,2180,Soybeans,
Tobacco,27.75,63.56,36.82,Black,7.2,602,Maize,
Maize,30.96,49.06,48.58,Red,5.6,1015,Pulses,
Barley,34.57,67.12,53.8,Loamy,9.8,1973,Sugarcane,
Millet,24.58,66.09,47.42,Clay,7.4,1069,Tobacco,
Millet,25.28,48.9,53.75,Loamy,3.1,309,Tobacco,
Pulses,34.65,67.45,27.77,Clay,11.2,1275,Barley,
Barley,32.71,63.72,42.47,Red,3.4,2786,Sugarcane,
Maize,31.56,58.38,47.62,Red,12.3,449,Pulses,
Maize,29.88,57.23,30.93,Red,12.5,1176,Pulses,
Tobacco,29.61,74.1,58.36,Clay,11.2,1435,Maize,
Sugarcane,27.26,59.75,46.54,Black,6.3,640,Wheat,
Millet,31.1,59.38,64.58,Black,12.5,305,Tobacco,
Ground Nuts,27.62,42.65,34.2,Red,9.8,1089,Oilseeds,
Sugarcane,23.39,51.7,38.58,Sandy,0.9,2916,Wheat,
Wheat,30.76,65.37,56.76,Black,1.7,1442,Soybeans,
Tobacco,27.59,52.68,22.3,Black,5.7,1956,Maize,
Soybeans,29.22,56.15,58.3,Clay,0.8,2274,Cotton,
Barley,29,51.21,32.58,Sandy,6.2,1159,Sugarcane,
Soybeans,29.99,59.24,41.71,Loamy,13.7,2415,Cotton,
Sugarcane,30.55,55.03,34.97,Sandy,1,476,Wheat,
Sugarcane,28.25,51.77,37.97,Loamy,13.3,1682,Wheat,
Tobacco,21.43,41.07,57.57,Red,3.6,739,Maize,
Soybeans,37.21,59.96,69.61,Loamy,6.7,244,Cotton,
Pulses,32.81,69.92,24.3,Clay,11,1125,Barley,
Wheat,26.37,67.22,61.02,Black,4,401,Soybeans,
Wheat,33.72,60.97,44.56,Sandy,1.8,1049,Soybeans,
Barley,24.53,55.6,43.85,Black,1.7,2701,Sugarcane,
Tobacco,25.84,58.46,68.74,Loamy,0.4,1334,Maize,
Maize,20.28,44.28,64.04,Black,9.6,1761,Pulses,
Cotton,32.16,62.49,27.24,Black,10.4,1100,Ground Nuts,
Wheat,27.77,55.5,48.92,Red,0.7,1668,Soybeans,
Sugarcane,30.42,47.39,30.58,Clay,8.2,2113,Wheat,
Pulses,32.29,54.87,41.39,Clay,4,2302,Barley,
Ground Nuts,32.93,56.43,53.21,Black,5.8,2284,Oilseeds,
Pulses,22.42,43.59,46.16,Sandy,6.7,650,Barley,
Cotton,23.83,55.37,70,Clay,10.2,1851,Ground Nuts,
Sugarcane,29,67.64,61.06,Black,5.1,1818,Wheat,
Cotton,24.87,60.88,70,Black,12.3,1327,Ground Nuts,
Sugarcane,40,78.73,39.93,Red,5.9,1115,Wheat,
Maize,26.64,60.11,29.46,Loamy,7,2328,Pulses,
Tobacco,28.5,54.54,57.79,Loamy,4.7,370,Maize,
Maize,25.4,49.86,56.53,Black,8.8,1659,Pulses,
Cotton,26.35,59.75,53.03,Loamy,5.1,420,Ground Nuts,
Pulses,30.08,70.31,42.74,Sandy,10.7,1728,Barley,
Barley,32.45,71.13,36.11,Sandy,5.9,912,Sugarcane,
Maize,26.97,51.74,34.74,Red,12.3,2995,Pulses,
Barley,30.48,61.59,24.88,Loamy,0.9,2376,Sugarcane,
Ground Nuts,28.25,54.87,56.78,Red,9.1,1868,Oilseeds,
Pulses,27.53,40.07,31.84,Sandy,11.5,371,Barley,
Pulses,39.78,63.55,29.54,Clay,9.8,2352,Barley,
Wheat,32.23,74.54,32.4,Sandy,13.7,862,Soybeans,
Pulses,29.54,68.62,31.48,Red,13.2,1297,Barley,
Cotton,28.58,50.54,54.24,Sandy,6.6,1987,Ground Nuts,
Tobacco,32.26,74.11,50.32,Clay,3.8,293,Maize,
Maize,33.95,50.1,43.41,Clay,1.7,1398,Pulses,
Wheat,27.46,56.08,46.59,Red,11.5,1106,Soybeans,
Millet,28.55,51.94,70,Clay,4.4,424,Tobacco,
Soybeans,31.04,62.08,37.18,Black,7.7,1272,Cotton,
Ground Nuts,35.4,62.35,43.09,Sandy,0.5,1113,Oilseeds,
Maize,30.35,64.59,65.36,Loamy,8,1165,Pulses,
Wheat,23.84,40.24,61.13,Sandy,8.6,430,Soybeans,
Cotton,31.09,60.88,24.64,Sandy,5,2420,Ground Nuts,
Soybeans,32.89,59.55,40.12,Sandy,6.8,1299,Cotton,
Soybeans,35.21,59.99,52.74,Loamy,2.2,2378,Cotton,
Millet,25.58,52.45,68.83,Black,0.8,2473,Tobacco,
Soybeans,25.2,53.17,48.13,Loamy,5.5,1665,Cotton,
Wheat,27.49,58.98,48.37,Red,5.7,261,Soybeans,
Maize,32.08,71.52,31.79,Black,9.9,307,Pulses,
Maize,26.85,59.85,50.57,Red,11.7,260,Pulses,
Pulses,30.72,67.49,51.07,Red,13.7,2642,Barley,
Millet,31.74,69.49,64.58,Clay,1,554,Tobacco,
Ground Nuts,39.11,68.35,24.92,Sandy,5.2,1697,Oilseeds,
Pulses,28.91,63.15,33.04,Red,2.3,237,Barley,
Tobacco,27.52,67.88,39.25,Black,6.6,1845,Maize,
Barley,25.41,59.6,47.88,Loamy,11.2,973,Sugarcane,
Wheat,32.18,68.67,33.89,Red,1.5,1637,Soybeans,
Wheat,26.93,61.89,55.88,Loamy,11.4,2163,Soybeans,
Sugarcane,34.46,54.47,58.14,Loamy,9.5,1167,Wheat,
Barley,25.4,51.85,40.41,Clay,8,1621,Sugarcane,
Ground Nuts,23.08,56.85,34.73,Red,0.4,2129,Oilseeds,
Millet,29.05,51.18,54.12,Black,9.9,1204,Tobacco,
Pulses,30.88,62,46.07,Red,8,2721,Barley,
Soybeans,36.5,67.29,49.74,Loamy,11.2,1869,Cotton,
Ground Nuts,35.86,73.75,44.57,Loamy,10.2,775,Oilseeds,
Tobacco,26.9,58.33,26.84,Black,0.2,1497,Maize,
Wheat,29.43,42.85,61.97,Clay,6.5,1036,Soybeans,
Cotton,23.2,42.49,28.19,Loamy,9.4,721,Ground Nuts,
Maize,37.57,63.17,70,Loamy,5.8,2634,Pulses,
Sugarcane,31.68,62.82,43.85,Loamy,0,1536,Wheat,
Wheat,24.57,61.8,37.23,Loamy,11.2,546,Soybeans,
Tobacco,28.82,61.83,41.27,Red,8.5,2136,Maize,
Barley,34.14,52.29,37.41,Red,1.4,1701,Sugarcane,
Wheat,32.65,70.55,41.48,Clay,9,2123,Soybeans,
Ground Nuts,32.84,66.23,49.59,Black,7,1849,Oilseeds,
Wheat,32.43,58.32,61.02,Sandy,1,1779,Soybeans,
Ground Nuts,34.77,69.36,44.88,Clay,9.9,2608,Oilseeds,
Sugarcane,29.15,57.25,55.55,Clay,2.4,1825,Wheat,
Soybeans,39.99,72.77,49.75,Sandy,8.4,645,Cotton,
Soybeans,32.34,52.54,32.24,Black,12.4,537,Cotton,
Sugarcane,35.63,59.21,51.58,Loamy,8.4,374,Wheat,
Cotton,34.29,63.96,28.02,Loamy,1.8,1577,Ground Nuts,
Ground Nuts,24.99,51.26,34.71,Sandy,13.2,1450,Oilseeds,
Millet,25.09,62.93,34.08,Black,6.5,916,Tobacco,
Ground Nuts,29.11,56.91,62.25,Black,4,862,Oilseeds,
Tobacco,30.58,61.29,60.2,Black,12.6,1965,Maize,
Soybeans,24.25,57.38,30.23,Sandy,9.9,1157,Cotton,
Barley,24.2,55.48,57.9,Black,11,2318,Sugarcane,
Tobacco,20.69,57.12,59.85,Sandy,5.1,2539,Maize,
Millet,27.56,67.78,36.61,Red,4.8,412,Tobacco,
Cotton,21.97,48.06,43.61,Loamy,4.4,1122,Ground Nuts,
Soybeans,36.42,59.37,37.49,Red,9.2,2780,Cotton,
Ground Nuts,36.86,66.97,28.44,Clay,6,1663,Oilseeds,
Tobacco,20.76,48.98,63.92,Black,6.1,1007,Maize,
Millet,35.38,56.76,21.51,Black,6.2,2014,Tobacco,
Cotton,28.62,45.89,61.45,Sandy,1.4,995,Ground Nuts,
Ground Nuts,32.64,66.3,39.89,Black,0.8,2538,Oilseeds,
Soybeans,35.16,73.41,48.63,Clay,10,897,Cotton,
Pulses,23.55,54.07,32.68,Loamy,8.6,1275,Barley,
Tobacco,27.06,59.18,59.42,Black,2.2,765,Maize,
Tobacco,22,57.32,45.85,Sandy,12.9,2246,Maize,
Soybeans,31.75,57.58,30.58,Clay,5.1,1845,Cotton,
Sugarcane,29.11,60.77,61.25,Red,3.3,1863,Wheat,
Wheat,30.29,53.7,25.09,Loamy,3,1647,Soybeans,
Soybeans,33.04,63.52,47.86,Black,5.5,2108,Cotton,
Ground Nuts,21.37,53.85,26.22,Sandy,8,767,Oilseeds,
Pulses,34.88,62.36,57.79,Clay,2.7,655,Barley,
Cotton,27.81,66.3,59.63,Clay,11.1,717,Ground Nuts,
Barley,26.02,65.02,48.03,Loamy,8.9,2290,Sugarcane,
Tobacco,24.9,59.13,55.71,Loamy,7.1,387,Maize,
Barley,39.86,74.47,42.82,Red,11.3,1590,Sugarcane,
Wheat,34.01,55.99,29.3,Sandy,12.1,2076,Soybeans,
Soybeans,32.69,57.68,48.14,Loamy,13.7,1622,Cotton,
Maize,31.99,47.84,39.57,Black,13,1034,Pulses,
Wheat,39.59,72.27,42.36,Sandy,5.7,1758,Soybeans,
Tobacco,29.71,48.75,26.24,Loamy,13.5,2124,Maize,
Millet,32,72.09,42.61,Loamy,5.1,374,Tobacco,
Wheat,39.03,74.51,65.94,Loamy,2,2919,Soybeans,
Cotton,39.83,65.33,33.3,Sandy,2.9,1241,Ground Nuts,
Ground Nuts,30.53,70.52,56.87,Sandy,12.2,861,Oilseeds,
Wheat,37.44,60.97,52.15,Red,7.4,559,Soybeans,
Sugarcane,25.65,56.93,32.12,Clay,5,1376,Wheat,
Soybeans,28.01,69.54,20.78,Loamy,3.9,842,Cotton,
Maize,27.33,52.91,29.81,Loamy,4.3,1910,Pulses,
Tobacco,27,54.79,41.03,Loamy,0.5,381,Maize,
Millet,28.27,45.54,63.35,Loamy,13.9,1566,Tobacco,
Barley,39.37,73.58,47.49,Sandy,5.9,1550,Sugarcane,
Barley,31.76,43.24,56.29,Clay,7.5,906,Sugarcane,
Tobacco,27.27,59.89,20,Sandy,12.6,2866,Maize,
Millet,24,49.08,66.12,Red,0.5,1058,Tobacco,
Millet,34.15,67.47,27.11,Black,7.2,2798,Tobacco,
Pulses,28.67,58.79,59,Sandy,4.7,1477,Barley,
Tobacco,38.97,55.72,35.47,Black,9.8,839,Maize,
Barley,32.02,60.85,31.09,Black,13.2,2754,Sugarcane,
Soybeans,28.02,66.84,58.92,Sandy,11.3,774,Cotton,
Cotton,30.66,52.06,46.15,Black,12.9,712,Ground Nuts,
Ground Nuts,27.05,58.49,39.27,Sandy,10.8,2170,Oilseeds,
Soybeans,28.21,57.07,40.54,Sandy,1.1,1488,Cotton,
Cotton,25.6,45,55.92,Red,4,422,Ground Nuts,
Tobacco,29.75,61.63,34.96,Black,13.1,1063,Maize,
Tobacco,35.91,52.46,56.61,Sandy,7.8,1955,Maize,
Pulses,23.45,51.03,44.45,Black,1,683,Barley,
Ground Nuts,35.86,70.31,54.4,Clay,6.1,2881,Oilseeds,
Pulses,29.26,71.92,44.23,Clay,7.1,1638,Barley,
Barley,35.79,66.77,34.39,Loamy,9.9,2788,Sugarcane,
Barley,26.49,47.23,30.23,Red,6.8,2183,Sugarcane,
Tobacco,25.05,57.08,55.46,Clay,4.2,702,Maize,
Soybeans,32.42,54.71,33.03,Sandy,9.4,348,Cotton,
Cotton,39.85,60.31,29.29,Sandy,6.9,2303,Ground Nuts,
Pulses,27.87,61.38,57.51,Red,0.4,2200,Barley,
Tobacco,20.76,55.99,62.58,Clay,7.4,2743,Maize,
Tobacco,22.3,56.51,42.72,Sandy,14,1078,Maize,
Sugarcane,32.17,55.02,37.37,Sandy,0.7,2860,Wheat,
Maize,32.58,58.58,34.16,Loamy,5,2237,Pulses,
Maize,30.81,63.77,70,Red,8.5,2756,Pulses,
Sugarcane,32.86,59.79,41.11,Clay,4.8,1255,Wheat,
Barley,28.58,56.91,45.99,Red,2.3,1539,Sugarcane,
Wheat,30.9,68.25,36.56,Sandy,2.9,2726,Soybeans,
Millet,28.35,48.46,32.32,Clay,4.8,1575,Tobacco,
Sugarcane,30.44,69.49,24.3,Red,1.4,1548,Wheat,
Millet,22.26,42.14,35.5,Loamy,6.9,437,Tobacco,
Barley,27.59,59.58,58.65,Sandy,7.7,711,Sugarcane,
Sugarcane,29.15,57.67,32.35,Black,4.4,2214,Wheat,
Cotton,31.09,62.05,42.38,Red,13.9,2432,Ground Nuts,
Soybeans,20.86,49.09,28.16,Loamy,5.1,1276,Cotton,
Tobacco,34.1,57.33,56.67,Black,12.4,1237,Maize,
Cotton,26.9,52.19,33.57,Red,1.5,1107,Ground Nuts,
Ground Nuts,26.55,52.44,67.67,Black,1.3,1842,Oilseeds,
Tobacco,26.56,57.43,26.53,Red,13.4,1641,Maize,
Sugarcane,31.72,58.72,70,Sandy,2.1,1183,Wheat,
Cotton,25.55,50.88,27.55,Loamy,2,2493,Ground Nuts,
Millet,31.42,59.9,29.07,Black,4.6,1300,Tobacco,
Cotton,28.24,51.23,42.62,Red,9.1,720,Ground Nuts,
Wheat,30.09,46.89,35.95,Loamy,12.7,1592,Soybeans,
Sugarcane,28.94,62.47,31.99,Loamy,2.2,2307,Wheat,
Wheat,39.33,59.27,40.62,Clay,5.8,2483,Soybeans,
Barley,29.89,55.53,32.61,Loamy,9.1,2041,Sugarcane,
Pulses,30.28,56.11,40.03,Sandy,8.3,2089,Barley,
Millet,40,63.63,40.65,Clay,2,1247,Tobacco,
Wheat,36.4,55.11,26.14,Red,6.5,1478,Soybeans,
Millet,27.28,47.79,29.37,Clay,3.3,1010,Tobacco,
Maize,27.38,53.83,55.09,Red,3.6,2515,Pulses,
Soybeans,29.14,64.95,36.54,Black,11,1667,Cotton,
Soybeans,32.93,62.73,59.96,Loamy,5.5,2185,Cotton,
Pulses,24.71,50.55,62.03,Red,12.5,815,Barley,
Cotton,29.94,58.85,54.14,Sandy,4.4,1095,Ground Nuts,
Pulses,29.48,59.59,66.35,Black,1.3,2647,Barley,
Sugarcane,31,51.8,44.91,Sandy,11.9,509,Wheat,
Pulses,28.55,67.66,35.99,Loamy,3.3,1047,Barley,
Cotton,31.06,58.49,40.24,Black,5.9,1829,Ground Nuts,
Cotton,23.88,52.3,27.19,Black,0.1,2156,Ground Nuts,
Sugarcane,30.3,45.03,57.51,Loamy,6.8,678,Wheat,
Millet,23.43,55.73,32.02,Sandy,10.3,394,Tobacco,
Sugarcane,30.56,67.31,36.79,Clay,9.3,594,Wheat,
Wheat,27.68,57.8,70,Red,9.6,2092,Soybeans,
Cotton,24.4,47.18,49.55,Loamy,11.8,1781,Ground Nuts,
Barley,31.8,56.53,35.42,Loamy,3.2,1857,Sugarcane,
Maize,22.54,58.92,51.76,Red,9.5,2582,Pulses,
Ground Nuts,35.49,77.62,56.57,Clay,9.7,297,Oilseeds,
Maize,25.05,49.33,48.69,Loamy,8.7,2223,Pulses,
Soybeans,36.29,74.2,54.68,Sandy,9.2,1830,Cotton,
Barley,32.94,50.95,43.98,Sandy,6.6,1902,Sugarcane,
Tobacco,27.87,49.55,33,Clay,2.9,1763,Maize,
